Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,0,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,1.2943,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,1.1959,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,0.817,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,3.3868,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,6.0184,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,10.5988,1
Boise,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,16.5782,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,0,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,0,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,1.2943,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,1.1959,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,0.817,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,3.3868,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,6.0184,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,10.5988,1
Boise,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,16.5782,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,0,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,0,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,1.2943,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,1.1959,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,0.817,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,3.3868,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,6.0184,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,10.5988,1
Boise,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,16.5782,1
Boise,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2010,0,1
Boise,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2020,0,1
Boise,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2030,1.2943,1
Boise,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2040,1.1959,1
Boise,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2050,0.817,1
Boise,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2060,3.3868,1
Boise,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2070,6.0184,1
Boise,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2080,10.5988,1
Boise,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2090,16.5782,1
Boise,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2010,0,1
Boise,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2020,0,1
Boise,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2030,1.2943,1
Boise,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2040,1.1959,1
Boise,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2050,0.817,1
Boise,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2060,3.3868,1
Boise,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2070,6.0184,1
Boise,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2080,10.5988,1
Boise,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2090,16.5782,1
Boise,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2010,30,1
Boise,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2020,0,1
Boise,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2030,5,1
Boise,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2040,40,1
Boise,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2050,30,1
Boise,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2060,50,1
Boise,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2070,60,1
Boise,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2080,50,1
Boise,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2090,40,1
Manassas,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2010,3.77795,1
Manassas,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2020,2.2842,1
Manassas,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2030,2.25905,1
Manassas,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2040,4.5683,1
Manassas,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2050,8.4583,1
Manassas,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2060,10.8118,1
Manassas,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2070,14.9645,1
Manassas,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2080,15.6143,1
Manassas,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2090,17.8378,1
Manassas,  Transition Risk,Policy and Legal,Exposure to litigation ,RCP8.5,2010,7.5559,1
Manassas,  Transition Risk,Policy and Legal,Exposure to litigation ,RCP8.5,2020,4.5684,1
Manassas,  Transition Risk,Policy and Legal,Exposure to litigation ,RCP8.5,2030,4.5181,1
Manassas,  Transition Risk,Policy and Legal,Exposure to litigation ,RCP8.5,2040,9.1366,1
Manassas,  Transition Risk,Policy and Legal,Exposure to litigation ,RCP8.5,2050,16.9166,1
Manassas,  Transition Risk,Policy and Legal,Exposure to litigation ,RCP8.5,2060,21.6237,1
Manassas,  Transition Risk,Policy and Legal,Exposure to litigation ,RCP8.5,2070,29.9291,1
Manassas,  Transition Risk,Policy and Legal,Exposure to litigation ,RCP8.5,2080,31.2286,1
Manassas,  Transition Risk,Policy and Legal,Exposure to litigation ,RCP8.5,2090,35.6756,1
Manassas,  Transition Risk,Technology,Costs to transition to lower emissions technology ,RCP8.5,2010,7.5559,1
Manassas,  Transition Risk,Technology,Costs to transition to lower emissions technology ,RCP8.5,2020,4.5684,1
Manassas,  Transition Risk,Technology,Costs to transition to lower emissions technology ,RCP8.5,2030,4.5181,1
Manassas,  Transition Risk,Technology,Costs to transition to lower emissions technology ,RCP8.5,2040,9.1366,1
Manassas,  Transition Risk,Technology,Costs to transition to lower emissions technology ,RCP8.5,2050,16.9166,1
Manassas,  Transition Risk,Technology,Costs to transition to lower emissions technology ,RCP8.5,2060,21.6237,1
Manassas,  Transition Risk,Technology,Costs to transition to lower emissions technology ,RCP8.5,2070,29.9291,1
Manassas,  Transition Risk,Technology,Costs to transition to lower emissions technology ,RCP8.5,2080,31.2286,1
Manassas,  Transition Risk,Technology,Costs to transition to lower emissions technology ,RCP8.5,2090,35.6756,1
Manassas,  Transition Risk,Market,Increased stakeholder concern or negative stakeholder feedback ,RCP8.5,2010,7.5559,1
Manassas,  Transition Risk,Market,Increased stakeholder concern or negative stakeholder feedback ,RCP8.5,2020,4.5684,1
Manassas,  Transition Risk,Market,Increased stakeholder concern or negative stakeholder feedback ,RCP8.5,2030,4.5181,1
Manassas,  Transition Risk,Market,Increased stakeholder concern or negative stakeholder feedback ,RCP8.5,2040,9.1366,1
Manassas,  Transition Risk,Market,Increased stakeholder concern or negative stakeholder feedback ,RCP8.5,2050,16.9166,1
Manassas,  Transition Risk,Market,Increased stakeholder concern or negative stakeholder feedback ,RCP8.5,2060,21.6237,1
Manassas,  Transition Risk,Market,Increased stakeholder concern or negative stakeholder feedback ,RCP8.5,2070,29.9291,1
Manassas,  Transition Risk,Market,Increased stakeholder concern or negative stakeholder feedback ,RCP8.5,2080,31.2286,1
Manassas,  Transition Risk,Market,Increased stakeholder concern or negative stakeholder feedback ,RCP8.5,2090,35.6756,1
Manassas,  Transition Risk,Reputation,Increased cost of raw materials ,RCP8.5,2010,7.5559,1
Manassas,  Transition Risk,Reputation,Increased cost of raw materials ,RCP8.5,2020,4.5684,1
Manassas,  Transition Risk,Reputation,Increased cost of raw materials ,RCP8.5,2030,4.5181,1
Manassas,  Transition Risk,Reputation,Increased cost of raw materials ,RCP8.5,2040,9.1366,1
Manassas,  Transition Risk,Reputation,Increased cost of raw materials ,RCP8.5,2050,16.9166,1
Manassas,  Transition Risk,Reputation,Increased cost of raw materials ,RCP8.5,2060,21.6237,1
Manassas,  Transition Risk,Reputation,Increased cost of raw materials ,RCP8.5,2070,29.9291,1
Manassas,  Transition Risk,Reputation,Increased cost of raw materials ,RCP8.5,2080,31.2286,1
Manassas,  Transition Risk,Reputation,Increased cost of raw materials ,RCP8.5,2090,35.6756,1
Manassas,  Physical Risk,Acute,Increased severity of extreme weather events such as cyclones and floods ,RCP8.5,2010,7.5559,1
Manassas,  Physical Risk,Acute,Increased severity of extreme weather events such as cyclones and floods ,RCP8.5,2020,4.5684,1
Manassas,  Physical Risk,Acute,Increased severity of extreme weather events such as cyclones and floods ,RCP8.5,2030,4.5181,1
Manassas,  Physical Risk,Acute,Increased severity of extreme weather events such as cyclones and floods ,RCP8.5,2040,9.1366,1
Manassas,  Physical Risk,Acute,Increased severity of extreme weather events such as cyclones and floods ,RCP8.5,2050,16.9166,1
Manassas,  Physical Risk,Acute,Increased severity of extreme weather events such as cyclones and floods ,RCP8.5,2060,21.6237,1
Manassas,  Physical Risk,Acute,Increased severity of extreme weather events such as cyclones and floods ,RCP8.5,2070,29.9291,1
Manassas,  Physical Risk,Acute,Increased severity of extreme weather events such as cyclones and floods ,RCP8.5,2080,31.2286,1
Manassas,  Physical Risk,Acute,Increased severity of extreme weather events such as cyclones and floods ,RCP8.5,2090,35.6756,1
Manassas,  Physical Risk,Acute,Changes in precipitation patterns and extreme variability in weather patterns ,RCP8.5,2010,7.5559,1
Manassas,  Physical Risk,Acute,Changes in precipitation patterns and extreme variability in weather patterns ,RCP8.5,2020,4.5684,1
Manassas,  Physical Risk,Acute,Changes in precipitation patterns and extreme variability in weather patterns ,RCP8.5,2030,4.5181,1
Manassas,  Physical Risk,Acute,Changes in precipitation patterns and extreme variability in weather patterns ,RCP8.5,2040,9.1366,1
Manassas,  Physical Risk,Acute,Changes in precipitation patterns and extreme variability in weather patterns ,RCP8.5,2050,16.9166,1
Manassas,  Physical Risk,Acute,Changes in precipitation patterns and extreme variability in weather patterns ,RCP8.5,2060,21.6237,1
Manassas,  Physical Risk,Acute,Changes in precipitation patterns and extreme variability in weather patterns ,RCP8.5,2070,29.9291,1
Manassas,  Physical Risk,Acute,Changes in precipitation patterns and extreme variability in weather patterns ,RCP8.5,2080,31.2286,1
Manassas,  Physical Risk,Acute,Changes in precipitation patterns and extreme variability in weather patterns ,RCP8.5,2090,35.6756,1
Manassas,  Physical Risk,Chronic,Rising mean temperatures ,RCP8.5,2010,7.5559,1
Manassas,  Physical Risk,Chronic,Rising mean temperatures ,RCP8.5,2020,4.5684,1
Manassas,  Physical Risk,Chronic,Rising mean temperatures ,RCP8.5,2030,4.5181,1
Manassas,  Physical Risk,Chronic,Rising mean temperatures ,RCP8.5,2040,9.1366,1
Manassas,  Physical Risk,Chronic,Rising mean temperatures ,RCP8.5,2050,16.9166,1
Manassas,  Physical Risk,Chronic,Rising mean temperatures ,RCP8.5,2060,21.6237,1
Manassas,  Physical Risk,Chronic,Rising mean temperatures ,RCP8.5,2070,29.9291,1
Manassas,  Physical Risk,Chronic,Rising mean temperatures ,RCP8.5,2080,31.2286,1
Manassas,  Physical Risk,Chronic,Rising mean temperatures ,RCP8.5,2090,35.6756,1
Manassas,  Physical Risk,Chronic,Rising sea levels ,RCP8.5,2010,0,1
Manassas,  Physical Risk,Chronic,Rising sea levels ,RCP8.5,2020,0,1
Manassas,  Physical Risk,Chronic,Rising sea levels ,RCP8.5,2030,0,1
Manassas,  Physical Risk,Chronic,Rising sea levels ,RCP8.5,2040,0,1
Manassas,  Physical Risk,Chronic,Rising sea levels ,RCP8.5,2050,0,1
Manassas,  Physical Risk,Chronic,Rising sea levels ,RCP8.5,2060,0,1
Manassas,  Physical Risk,Chronic,Rising sea levels ,RCP8.5,2070,0,1
Manassas,  Physical Risk,Chronic,Rising sea levels ,RCP8.5,2080,0,1
Manassas,  Physical Risk,Chronic,Rising sea levels ,RCP8.5,2090,0,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,7.5559,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,4.5684,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,4.5181,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,9.1366,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,16.9166,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,21.6237,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,29.9291,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,31.2286,1
Manassas,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,35.6756,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,7.5559,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,4.5684,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,4.5181,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,9.1366,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,16.9166,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,21.6237,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,29.9291,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,31.2286,1
Manassas,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,35.6756,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,7.5559,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,4.5684,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,4.5181,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,9.1366,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,16.9166,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,21.6237,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,29.9291,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,31.2286,1
Manassas,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,35.6756,1
Manassas,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2010,7.5559,1
Manassas,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2020,4.5684,1
Manassas,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2030,4.5181,1
Manassas,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2040,9.1366,1
Manassas,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2050,16.9166,1
Manassas,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2060,21.6237,1
Manassas,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2070,29.9291,1
Manassas,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2080,31.2286,1
Manassas,  Opportunity,Energy Source,Use of lower-emission sources of energy ,RCP8.5,2090,35.6756,1
Manassas,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2010,7.5559,1
Manassas,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2020,4.5684,1
Manassas,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2030,4.5181,1
Manassas,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2040,9.1366,1
Manassas,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2050,16.9166,1
Manassas,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2060,21.6237,1
Manassas,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2070,29.9291,1
Manassas,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2080,31.2286,1
Manassas,  Opportunity,Resilience,Participation in renewable energy programs and adoption of energy efficiency measures ,RCP8.5,2090,35.6756,1
Manassas,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2010,-5,1
Manassas,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2020,-5,1
Manassas,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2030,25,1
Manassas,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2040,15,1
Manassas,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2050,5,1
Manassas,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2060,5,1
Manassas,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2070,15,1
Manassas,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2080,35,1
Manassas,  Physical Risk,Chronic,Increased frequency of severe droughts ,RCP8.5,2090,15,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2010,1.6946,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2020,1.5211,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2030,5.8341,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2040,10.7186,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2050,16.9135,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2060,20.3116,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2070,20.5146,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2080,26.2115,1
Singapore_Hqs,  Transition Risk,Policy and Legal,Increased pricing of GHG emissions ,RCP8.5,2090,28.3869,1
